id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
27113338,https://www.airbnb.com/rooms/27113338,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.81 · Studio · 1 bed · 1 bath,,"Nestled between the Montana State University campus and the greater downtown area,  this property creates a home base just blocks from both.   Little to no ""through traffic"" as the house sits on a dead end street in a quiet residential neighborhood.  Within walking distance to coffee shops and restaurants.  You haven't taken in historic MSU Bozeman until dining at Columbo's pizza and the original Pickle Barrel on the MSU campus, both a 10 minute walk. A beautiful 1 mile stroll through the historic residential district of Bozeman brings you to downtown Bozeman before you know it,  traversing the trails in beautiful Cooper Park along the way.",https://a0.muscache.com/pictures/00f416c1-6a8d-4ba0-a5df-61655c12f753.jpg,40166238,https://www.airbnb.com/users/show/40166238,Sunny,2015-08-01,,"I am a Montana native, born and raised in Bozeman. I love it here and I never get tired of the breath taking mountain views.  I have been managing my own real estate rentals for over 20 years and appraising real estate here in the Gallatin Valley since 2007.  I am also a real estate broker at Starner Commercial Real Estate in Bozeman Montana.

I like to travel to warm locations. My husband and I honeymooned in Thailand and I hope to visit again someday.   My hobbies include hiking, spending time with family and working on real estate deals.   I've enjoyed being an AirBnB host and all the great people I've met along the way!



",within an hour,90%,95%,t,https://a0.muscache.com/im/pictures/user/ad43a868-7cc7-41e4-b067-0e16c3eddcd2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ad43a868-7cc7-41e4-b067-0e16c3eddcd2.jpg?aki_policy=profile_x_medium,,5,11,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67693,-111.05311,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$95.00,28,180,28,28,180,180,28.0,180.0,,t,21,51,81,356,2023-12-10,48,1,0,2018-08-24,2023-02-23,4.81,4.77,4.83,4.88,4.69,4.85,4.56,,t,2,2,0,0,0.74
27284221,https://www.airbnb.com/rooms/27284221,20231210055146,2023-12-10,city scrape,Guest suite in Bozeman · ★4.94 · 2 bedrooms · 2 beds · 1 bath,,"You’ll never lack for things to do while visiting Bozeman! In the heart of Big Sky country, Bozeman offers nearly endless activities, attractions, restaurants, shopping, and outdoor adventures. Here are just a few of our favorites. <br /><br />Outdoor Activities & Attractions<br /><br />Palisade Falls<br />Bridger Bowl Ski Area<br />Montana Grizzly Encounter<br />Gallatin River<br />Yellowstone Safari Company<br />Montana Angler Fly Fishing<br />Crosscut Mountain Sport Center<br />Big Sky Resort on Andesite Mountain<br />Madison River Tubing<br />Montana Alpine Guides<br /><br />Museums<br /><br />Museum of the Rockies<br />American Computer and Robotics Museum<br />Gallatin History Museum<br />Bozeman Sculpture Park<br /><br />Cultural Activities<br /><br />Bozeman Symphony<br />The Ellen Theater<br /><br />Shopping<br /><br />Gallatin Valley Mall<br />Downtown Bozeman, Mainstreet<br /><br />And of course, what’s vacation without trying some new restaurants? We hope you’ll lose these ",https://a0.muscache.com/pictures/miso/Hosting-27284221/original/6770ab3f-16b7-4e90-8407-eaf6c006e36b.jpeg,205016195,https://www.airbnb.com/users/show/205016195,Erik,2018-07-25,"Bozeman, MT","Hello, my name is Erik and my lovely wife and cohost is Pepper. We originally built our 1200 sq. ft. addition for our family to come visit us but as they aged and with covid, it got too hard for them to visit. So we decided to start sharing it with guests from all over the world and it has been a wonderful experience. We truly love meeting our wonderful guests and getting to know them. 

Like so many other hosts, our family of 5 (plus Timber, our 1.5-year-old Chocolate Lab) loves to travel and we have been fortunate to see many places around the world.  Living in Montana has given all of us a deep appreciation of the natural world and its infinite activities. We all enjoy hiking, camping, rock climbing, and skiing. We have hiked all over Yellowstone and throughout the Gallatin mountains. 

In the springtime, I fly fish almost nightly in the two rivers behind our home on the other side of the Bridger Creek Golf Course.

When we’re not ticking off the boxes on our family bucket list, I am a Customer Service Representative for Delta and United Airlines and Pepper is a Pediatrician at Bozeman Deaconess Hospital.

We can’t wait to meet you!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b3189dae-2ef2-4352-a407-b8add8c331ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3189dae-2ef2-4352-a407-b8add8c331ce.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Bozeman, Montana, United States",Bozeman,,45.711734771728516,-111.0338134765625,Entire guest suite,Entire home/apt,4,,1 bath,,2,[],$200.00,2,30,2,4,1125,1125,3.5,1125.0,,t,22,52,82,350,2023-12-10,109,15,0,2019-01-02,2023-10-16,4.94,4.93,4.98,4.96,4.97,4.94,4.83,,t,1,1,0,0,1.81
27306044,https://www.airbnb.com/rooms/27306044,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · Studio · 3 beds · 1 bath,,"The Northeast is trendy and adjacent to Main St. There is a coffee roaster, a bakery, two breweries, and much more.",https://a0.muscache.com/pictures/e14ea1b1-450c-4bee-8ed2-738d82db6b6e.jpg,4635454,https://www.airbnb.com/users/show/4635454,Jeanne,2018-06-14,"Bozeman, MT","",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/ccf3faec-b586-4688-bd66-159ab2280a7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ccf3faec-b586-4688-bd66-159ab2280a7c.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,"Bozeman, Montana, United States",Bozeman,,45.67608,-111.04178,Entire home,Entire home/apt,4,,1 bath,,3,[],$99.00,31,1125,31,31,1125,1125,31.0,1125.0,,t,22,22,22,184,2023-12-10,7,1,0,2021-11-17,2023-09-22,5.0,4.86,4.86,5.0,5.0,5.0,4.71,,f,1,1,0,0,0.28
27730357,https://www.airbnb.com/rooms/27730357,20231210055146,2023-12-10,city scrape,Home in Bozeman · 4 bedrooms · 5 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-27730357/original/1be0b3c9-7011-4af5-acb9-d470092eb0f7.jpeg,209352450,https://www.airbnb.com/users/show/209352450,Sarah,2018-08-13,"Montana, United States","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/17230351-9f97-478e-8b5b-51e82a94ae9c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/17230351-9f97-478e-8b5b-51e82a94ae9c.jpg?aki_policy=profile_x_medium,,2,4,['phone'],t,t,,Bozeman,,45.67086,-111.04026,Entire home,Entire home/apt,7,,2 baths,,5,[],$350.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,7,37,207,2023-12-10,2,1,0,2022-10-03,2023-02-22,4.5,5.0,5.0,5.0,5.0,5.0,4.5,,t,1,1,0,0,0.14
27809237,https://www.airbnb.com/rooms/27809237,20231210055146,2023-12-10,previous scrape,Home in Bozeman · 2 bedrooms · 1 bed · 1 shared bath,,This is a quiet and safe neighborhood with a 5 minute walk to the Gallatin Regional Park!,https://a0.muscache.com/pictures/7656cb2e-9b0b-4c5c-91ec-18e1f50efccc.jpg,199558628,https://www.airbnb.com/users/show/199558628,Vanessa,2018-07-02,"Bozeman, MT","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/d3c0ea5b-38a8-4c9a-89dc-3f10d2c5b3ac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3c0ea5b-38a8-4c9a-89dc-3f10d2c5b3ac.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68697,-111.08948,Private room in home,Private room,2,,1 shared bath,,1,[],$90.00,2,16,2,2,16,16,2.0,16.0,,f,0,0,0,0,2023-12-10,0,0,0,,,,,,,,,,,f,1,0,1,0,
27854265,https://www.airbnb.com/rooms/27854265,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.92 · 1 bedroom · 1 bed · 1 private bath,,"Beautiful backyard trails with gorgeous views of Mt. Ellis for walking, running, xc skiing, mountain biking, with trails connecting to downtown. Views of the Bridger’s is a minute down the trail behind the house.<br /><br />Walking downtown takes about 15 min. Give or take depending on your pace.<br /><br />Security deposit required for stays longer than 10 nights.",https://a0.muscache.com/pictures/48961c23-2a21-4a34-89b1-9d62f3fb0f14.jpg,7722453,https://www.airbnb.com/users/show/7722453,Rachel,2013-07-25,"Bozeman, MT","I’ve been enjoying the MAGICAL 
outdoors from the mountains to the ocean all of my life. 

Bozeman usually has beautiful weather, with too many summer activities to list from biking hiking kitesurfing you name it!…winter skiing both downhill + xc are some of the best in the world. The fishing is phenomenal, the people amazingly friendly + the town of Bozeman has so much to offer..Come play in the outdoors!  Happy to make some great suggestions!",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/User-7722453/original/049e9f5d-b968-485b-be3c-de0dc93eb321.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-7722453/original/049e9f5d-b968-485b-be3c-de0dc93eb321.jpeg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.66062,-111.01597,Private room in home,Private room,1,,1 private bath,,1,[],$166.00,30,30,30,30,1125,1125,30.0,1125.0,,t,30,60,89,89,2023-12-10,24,4,0,2018-09-21,2023-09-17,4.92,4.92,5.0,4.79,4.92,5.0,4.88,,f,3,1,2,0,0.38
27988420,https://www.airbnb.com/rooms/27988420,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.67 · 2 bedrooms · 4 beds · 3.5 baths,,"You'll love the proximity to downtown Bozeman! This city is brimming with hidden gems, such as the American Computer Museum, Emerson Cultural Center, and the  Museum of the Rockies! A little further away is North Wilson Avenue boasting a variety of shops, restaurants, cozy cafes, and more! <br /><br />Close to the home is the iconic Story Mansion hosting many private parties, events, and weddings. Other nearby attractions include the Lindley Park with a cross-country skiing trail, as well as Bridger Creek Golf Course with breathtaking mountain views!<br /><br />No matter the time of year, there's always an outdoor activity to enjoy nearby, from hiking at Yellowstone National Park to skiing at Bridger Bowl when the snow falls. In the summertime, be sure to check out the serene beauty of Palisade Falls, the Gallatin River, and Grotto Falls Trail! Start your days with a scenic hike on the Gallagator Trail- just 3 blocks away! <br /><br />MSU parents or alumni will be thrilled to be walkin",https://a0.muscache.com/pictures/prohost-api/Hosting-27988420/original/c3fd004b-7479-4a3a-b59f-cda7dd9c322b.jpeg,122381278,https://www.airbnb.com/users/show/122381278,Evolve,2017-03-24,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_x_medium,Winstead Park,1108,1854,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.66851,-111.04052,Entire townhouse,Entire home/apt,7,,3.5 baths,,4,[],$152.00,28,1125,28,28,1125,1125,28.0,1125.0,,t,0,0,0,221,2023-12-10,3,0,0,2020-10-20,2022-10-19,4.67,4.33,4.33,5.0,4.33,5.0,4.67,,t,11,11,0,0,0.08
29658137,https://www.airbnb.com/rooms/29658137,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★New · 3 bedrooms · 3 beds · 2 baths,,"Friendly historic neighborhood near MSU, parks, and downtown. Tennis and Pickleball courts one block away at South Side park. Ice skating in winter.",https://a0.muscache.com/pictures/miso/Hosting-29658137/original/8e0e3214-7892-4092-ac6d-529befb876ac.jpeg,259151,https://www.airbnb.com/users/show/259151,Stefan,2010-10-11,"Bozeman, MT",Outdoor adventure and travel. ,within a day,100%,N/A,f,https://a0.muscache.com/im/pictures/user/User-259151/original/fbff5fb0-8fde-4385-a31e-243ce8e6ab73.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-259151/original/fbff5fb0-8fde-4385-a31e-243ce8e6ab73.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67078,-111.04335,Entire home,Entire home/apt,5,,2 baths,,3,[],$200.00,28,1125,28,28,1125,1125,28.0,1125.0,,t,30,60,90,143,2023-12-10,0,0,0,,,,,,,,,,,f,1,1,0,0,
29828057,https://www.airbnb.com/rooms/29828057,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.70 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/prohost-api/Hosting-29828057/original/8604300f-685e-4c93-92c2-42aa3a54a9d3.jpeg,158595657,https://www.airbnb.com/users/show/158595657,Mountain Home,2017-11-13,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,93%,99%,t,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_x_medium,Cameron,120,185,"['email', 'phone']",t,t,,Bozeman,,45.67108,-111.045105,Entire rental unit,Entire home/apt,4,,1 bath,,1,[],$187.00,1,31,1,5,3,31,3.5,28.8,,t,30,54,84,356,2023-12-10,50,12,0,2019-05-07,2023-10-16,4.7,4.86,4.88,4.76,4.68,4.9,4.64,,t,42,42,0,0,0.89
29899479,https://www.airbnb.com/rooms/29899479,20231210055146,2023-12-10,city scrape,Bungalow in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,"Enjoy great hiking, nearby coffee shops and restaurants, live music, skiing at Bridger Bowl or Big Sky resorts, xc skiing on lots of local trails, ice-climbing, other winter sports. Lots going on in this not-so-little-anymore cowtown. Walking distance to Main Street and MSU.",https://a0.muscache.com/pictures/miso/Hosting-29899479/original/4047c5cd-bb36-4ebd-bd48-c845c5ca2a7c.jpeg,224820389,https://www.airbnb.com/users/show/224820389,Shawna,2018-11-08,"Bozeman, MT","",within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/81564de0-1490-41b6-8d7d-fa257f00a12d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/81564de0-1490-41b6-8d7d-fa257f00a12d.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68219,-111.04814,Entire bungalow,Entire home/apt,2,,1 bath,,2,[],$105.00,30,60,29,29,60,60,29.0,60.0,,t,0,18,18,74,2023-12-10,4,2,0,2022-07-31,2023-07-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.24
30326352,https://www.airbnb.com/rooms/30326352,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.98 · 1 bedroom · 1 bed · 1 private bath,,"Centrally located in Bozeman Montana one block from the Elm, there are a number of restaurants bars and shopping just minutes away",https://a0.muscache.com/pictures/1e1d1a84-c10d-464c-98f2-331dffa5ad4e.jpg,96363366,https://www.airbnb.com/users/show/96363366,Jason,2016-09-22,"Bozeman, MT",I'm always up for an adventure and love to travel. I love experiencing new places and making new friends. I am excited to be able to share these wonderful places with you! ,within a day,90%,98%,t,https://a0.muscache.com/im/pictures/user/9808f06f-b4c2-4c36-919f-a931264de35f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9808f06f-b4c2-4c36-919f-a931264de35f.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68367,-111.04468,Private room in home,Private room,2,,1 private bath,,1,[],$162.00,1,30,1,3,1125,1125,1.1,1125.0,,t,0,0,0,0,2023-12-10,63,23,1,2022-01-30,2023-11-18,4.98,4.94,5.0,4.95,4.98,4.98,4.75,,f,1,0,1,0,2.78
30397317,https://www.airbnb.com/rooms/30397317,20231210055146,2023-12-10,city scrape,Loft in Bozeman · ★4.91 · Studio · 1 bed · 1 bath,,"Situated on the east side of Bozeman's main drag, East Main Street,  is bustling with newly renovated residences and mixed-use buildings. Like most of Bozeman, East Main Street,  is home to a friendly community of young professionals and families alike. We are walking distance to brew pubs, restaurants, parks, trails and a newly opened grocery store.",https://a0.muscache.com/pictures/miso/Hosting-30397317/original/1fdb1625-fd8c-4c28-b46c-d699bab790c5.jpeg,58894863,https://www.airbnb.com/users/show/58894863,Amy,2016-02-15,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f03747fd-73f2-4c2c-9e34-ae7cb875272d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f03747fd-73f2-4c2c-9e34-ae7cb875272d.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67884,-111.01843,Entire loft,Entire home/apt,2,,1 bath,,1,[],$116.00,1,7,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-10,467,101,2,2018-12-13,2023-12-09,4.91,4.93,4.96,4.97,4.96,4.86,4.79,,f,1,1,0,0,7.68
